avg_active_power,total_active_power,avg_voltage,max_voltage,min_voltage,avg_intensity,sum_sub_1,sum_sub_2,sum_sub_3,target,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7,day_of_week,is_weekend,cumsum_power,diff_power,month,sin_day,cos_day,mean_last_3_days,std_last_3_days,delta_from_yesterday,zscore,anomaly_zscore,anomaly_iforest
1.904944444444448,2743.1200000000053,243.3999305555553,250.62,233.48,7.951527777777767,6620.0,1962.0,5795.0,3075.747333333338,2550.012000000007,4773.385999999998,2341.3379999999997,1716.6239999999991,2225.747999999999,1666.1940000000006,2203.8259999999964,2496.732571428572,1054.1764244778724,0,0,24819.884000000005,193.1079999999984,12,-0.1031016974474354,0.9946708199115212,3217.6106666666697,139.92153751934552,525.7353333333308,3.0136303812138006,1,1
2.7320208333333333,3934.11,241.6254375,249.11,234.59,11.347916666666674,1086.0,2533.0,14979.0,2735.3300000000017,2743.1200000000053,2550.012000000007,4773.385999999998,2341.3379999999997,1716.6239999999991,2225.747999999999,1666.1940000000006,2573.7745714285725,1048.8955954219743,1,0,28753.99400000001,1190.9899999999948,12,-0.0859647987374467,0.9962981749346076,3055.527777777781,310.5820190612275,-7.790000000003602,2.338830535038399,0,1
1.0616388888888892,1528.7600000000004,243.7673611111116,251.7,235.6,4.517499999999999,0.0,314.0,6976.0,2511.836,3934.11,2743.1200000000053,2550.012000000007,4773.385999999998,2341.3379999999997,1716.6239999999991,2225.747999999999,2897.7625714285723,1071.8460893988547,2,0,30282.754000000008,-2405.3499999999995,12,-0.0688024268023206,0.9976303053065856,2774.3044444444463,283.9687543643855,-1422.2740000000003,1.8958045723344086,0,1
1.4393319444444443,2072.638,243.2683333333333,250.95,230.7,6.086250000000001,2207.0,4419.0,9176.0,2258.596666666666,1528.7600000000004,3934.11,2743.1200000000053,2550.012000000007,4773.385999999998,2341.3379999999997,1716.6239999999991,2798.1928571428584,1172.340237623223,3,0,32355.392000000007,543.8779999999995,12,-0.0516196672232541,0.998666816288476,2501.9208888888893,238.5212775603848,729.8366666666655,1.393815259670462,0,0
2.2044388888888866,3174.3919999999966,240.87130555555564,250.55,228.2,9.27138888888886,1252.0,5162.0,11329.0,2678.777333333333,2072.638,1528.7600000000004,3934.11,2743.1200000000053,2550.012000000007,4773.385999999998,2341.3379999999997,2849.052000000001,1124.3384638384764,4,0,35529.78400000001,1101.7539999999967,12,-0.0344216116227458,0.9994074007397048,2483.0699999999997,211.56218997522157,606.1393333333331,2.2267277511002237,0,1
1.9397093184979148,2789.302000000001,240.5406884561889,250.67,228.99,8.292211404728766,3072.0,7891.0,12480.0,3152.629999999999,3174.3919999999966,2072.638,1528.7600000000004,3934.11,2743.1200000000053,2550.012000000007,4773.385999999998,2968.059714285715,1105.5733538898428,5,1,38319.08600000001,-385.0899999999952,12,-0.0172133561558352,0.9998518392091162,2696.6679999999997,447.28509615580884,-21.761999999997443,3.1660327607642462,1,1
2.426525,3494.1959999999995,239.8965763888888,248.56,231.23,10.199583333333337,0.0,347.0,6502.0,3010.834000000006,2789.302000000001,3174.3919999999966,2072.638,1528.7600000000004,3934.11,2743.1200000000053,2550.012000000007,2684.619142857144,768.5631686021711,6,1,41813.28200000001,704.893999999998,12,6.432490598706546e-16,1.0,2947.4137777777796,243.20912990020474,221.53200000000516,2.8849544794342266,0,1
1.9090305555555664,2749.004000000016,240.12897916666685,246.3,234.07,7.9169444444444705,0.0,352.0,5880.0,2504.145333333339,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,1528.7600000000004,3934.11,2743.1200000000053,2819.502571428572,821.9972520616794,0,0,44562.28600000002,-745.1919999999836,1,0.0172133561558346,0.9998518392091162,2889.203111111115,340.9232253372722,-990.0506666666606,1.8805595769258834,0,1
0.8814138888888893,1269.2360000000006,241.94377777777763,250.02,233.9,3.7140277777777775,0.0,348.0,6562.0,1677.4313333333391,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,1528.7600000000004,3934.11,2820.343142857145,821.9091291838831,1,0,45831.52200000002,-1479.7680000000153,1,0.0344216116227457,0.9994074007397048,2397.470222222228,673.0715804179904,-1071.5726666666767,0.24178732473627865,0,0
0.7042041666666671,1014.0540000000004,243.557090277778,248.53,238.57,3.01402777777777,0.0,344.0,4765.0,1847.567333333331,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,1528.7600000000004,2439.646857142859,837.073953589811,2,0,46845.57600000002,-255.182,1,0.0516196672232537,0.998666816288476,2009.7146666666697,436.557931699031,578.3313333333303,0.5790432027043755,0,0
2.263480555555549,3259.4119999999907,239.75029861111116,247.35,231.83,9.478194444444444,1051.0,7597.0,10896.0,2328.943333333328,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2072.638,2366.1174285714305,945.9484581122554,3,0,50104.98800000001,2245.35799999999,1,0.0688024268023198,0.9976303053065856,1951.3139999999994,337.9193685915789,1314.8893333333276,1.5332615075474274,0,0
1.8842805555555504,2713.3639999999928,240.4957638888888,248.18,230.48,7.8851388888888945,1483.0,379.0,7602.0,2493.717999999995,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,3174.3919999999966,2535.656571428572,989.9117201425676,4,0,52818.352000000006,-546.047999999998,1,0.0859647987374464,0.9962981749346078,2223.409555555551,335.7539347460892,-765.6939999999959,1.85988976302287,0,0
1.047484722222222,1508.3779999999997,239.6730555555553,247.98,226.32,4.543888888888884,1336.0,402.0,5678.0,2223.1206666666653,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2789.302000000001,2469.7954285714286,955.0553590884756,5,1,54326.73,-1204.985999999993,1,0.1031016974474348,0.9946708199115212,2348.593999999996,136.3647341768059,-490.2433333333274,1.3234921679861804,0,0
1.699736111111113,2447.620000000002,240.9024861111112,248.98,227.85,7.282638888888898,1987.0,8177.0,12810.0,2065.786,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,3494.1959999999995,2286.8062857142854,1005.0396568868496,6,1,56774.350000000006,939.2420000000023,1,0.1202080448993527,0.9927487224577402,2260.8748888888867,216.44972886955344,557.4080000000004,1.0116120183324526,0,0
1.5564999999999982,2241.3599999999974,239.576951388889,246.05,232.16,6.551666666666682,0.0,467.0,17547.0,2186.011333333333,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2749.004000000016,2137.295428571429,863.3486091189454,0,0,59015.71000000001,-206.2600000000048,1,0.1372787721132647,0.9905324521322229,2158.3059999999996,82.24499045602761,-261.60866666666925,1.2499313648983894,0,0
1.297954166666666,1869.053999999999,240.48752083333315,247.28,230.61,5.5211111111111055,1688.0,4267.0,9790.0,2088.4046666666645,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,1269.2360000000006,2064.7748571428547,823.8175719286832,1,0,60884.764,-372.3059999999985,1,0.1543088206642811,0.9880226656636976,2113.400666666666,63.89156991167979,-152.95533333333287,1.056448374454226,0,0
1.496388888888886,2154.799999999996,241.02745138888903,247.91,231.95,6.357777777777788,771.0,4456.0,11012.0,2093.0159999999987,1869.053999999999,2241.3599999999974,2447.620000000002,1508.3779999999997,2713.3639999999928,3259.4119999999907,1014.0540000000004,2150.46314285714,755.6541928958897,2,0,63039.564,285.74599999999714,1,0.1712931441814776,0.9852201067560606,2122.477333333332,55.07034561158203,223.96199999999976,1.065589292731,0,0
